"iso2c","iso3c","country","date","IP.JRN.ARTC.SC","unit","obs_status","footnote","last_updated","papers","capital_city","longitude","latitude","region_iso3c","region_iso2c","region","admin_region_iso3c","admin_region_iso2c","admin_region","income_level_iso3c","income_level_iso2c","income_level","lending_type_iso3c","lending_type_iso2c","lending_type","papers_estimate","papers_estimate_3yr","data_papers","data_papers_estimate","data_papers_estimate_3yr","data_papers_3yr","data_papers_nomed","data_papers_nomed_estimate","data_papers_nomed_estimate_3yr","data_papers_nomed_3yr","data_papers_Medicine","data_papers_Business","data_papers_Economics","data_papers_Psychology","data_papers_Sociology","data_papers_Political Science","data_papers_3yr_Medicine","data_papers_3yr_Business","data_papers_3yr_Economics","data_papers_3yr_Psychology","data_papers_3yr_Sociology","data_papers_3yr_Political Science","BN.CAB.XOKA.GD.ZS","BX.KLT.DINV.WD.GD.ZS","CC.EST","GE.EST","HD.HCI.LAYS","HD.HCI.OVRL","IQ.SCI.OVRL","IQ.SPI.OVRL","IQ.SPI.PIL1","IQ.SPI.PIL2","IQ.SPI.PIL3","IQ.SPI.PIL4","IQ.SPI.PIL5","NE.TRD.GNFS.ZS","NV.AGR.TOTL.ZS","NV.IND.MANF.ZS","NY.GDP.MKTP.PP.KD","NY.GDP.PCAP.PP.KD","PV.EST","RL.EST","RQ.EST","SE.PRM.ENRR","SE.TER.CUAT.MS.ZS","SE.TER.ENRR","SI.POV.DDAY","SI.POV.GINI","SP.POP.TOTL","VA.EST","SP.POP.TOTL_imp_tag","NY.GDP.MKTP.PP.KD_imp_tag","IQ.SPI.OVRL_imp_tag","NY.GDP.PCAP.PP.KD_imp_tag","IQ.SPI.PIL1_imp_tag","IQ.SPI.PIL2_imp_tag","IQ.SPI.PIL3_imp_tag","IQ.SPI.PIL4_imp_tag","IQ.SPI.PIL5_imp_tag","IQ.SCI.OVRL_imp_tag","NV.IND.MANF.ZS_imp_tag","NV.AGR.TOTL.ZS_imp_tag","NE.TRD.GNFS.ZS_imp_tag","HD.HCI.OVRL_imp_tag","HD.HCI.LAYS_imp_tag","SE.PRM.ENRR_imp_tag","BN.CAB.XOKA.GD.ZS_imp_tag","CC.EST_imp_tag","GE.EST_imp_tag","PV.EST_imp_tag","RQ.EST_imp_tag","RL.EST_imp_tag","VA.EST_imp_tag","BX.KLT.DINV.WD.GD.ZS_imp_tag","SI.POV.DDAY_imp_tag","SI.POV.GINI_imp_tag","SE.TER.CUAT.MS.ZS_imp_tag","SE.TER.ENRR_imp_tag","WGI.OVL","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.13.CLMT","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI"
"BF","BFA","Burkina Faso",2018,244.18,NA,NA,NA,"2023-10-26",9,"Ouagadougou",-1.53395,12.3605,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",81.81818181818181,96.96969696969695,9,81.81818181818181,96.96969696969695,10.666666666666666,2,18.181818181818183,15.151515151515154,1.6666666666666667,7,0,1,0,1,0,9,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,-4.18372491709514,1.68919943064198,-0.131240993738174,-0.643938779830933,4.35168552398682,0.378283977508545,68.8889,53.68,80,59.5666666666667,66.475,27.3583333333333,35,60.5956256236488,20.9974732840091,10.5252036549404,41829929267.8886,2051.21843060824,-1.06025648117065,-0.458880722522736,-0.40524896979332,91.7203674316406,1.34100997447968,6.34666013717651,31.2,43,20392723,-0.0610174685716629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4600972359379127,80,59.566666666666656,66.475,27.358333333333334,35,53.68000000000001,0.8,0.5,0.287,1,0.6738333333333333,0.6128333333333333,0.9445,0.5135,0.3333333333333333,0.532,0,0.229,-99,0.35,-99,0,1,1,1,1,0.5,0.019,0.763,0.273,0.381,0,0.287,1,1,0.778,0.762,0.545,0.125,0.833,0.933,0.417,0.444,0.333,0.8,0.75,1,0.889,0.444,0.583,0.5,0.5,0,1,0.33,0.33,0.67,0.33,0,0.229,NA,0.5,0,0.5,0.5,1,0,0,0,1,0,NA
"BD","BGD","Bangladesh",2018,3039.88,NA,NA,NA,"2023-10-26",153,"Dhaka",90.4113,23.7055,"SAS","8S","South Asia","SAS","8S","South Asia","LMC","XN","Lower middle income","IDX","XI","IDA",1390.909090909091,1403.030303030303,141,1281.8181818181818,1278.7878787878788,140.66666666666666,42,381.8181818181818,415.1515151515152,45.666666666666664,99,11,18,7,1,5,95,10.666666666666666,25,4.666666666666667,1.6666666666666667,3.6666666666666665,-2.20772638117645,0.753510655392134,-0.926946818828583,-0.762530446052551,5.99781465530396,0.458553284406662,62.2222333333333,59.0208333333333,90,61.6,69.5625,48.9416666666667,25,32.5146317240884,12.4800771856196,20.8022959266315,838798238917.004,5124.49875458782,-0.985568642616272,-0.649730861186981,-0.849186778068542,112.427696228027,4.01797008514404,19.70263671875,13.5,32.4,163683958,-0.742027103900909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.8193317751089729,90,61.59999999999999,69.56249999999999,48.94166666666667,25,59.020833333333336,0.9,0.5,0.348,1,0.7496666666666667,0.6859999999999999,0.6945,0.5635,0.6666666666666666,0.666,0.5,0.125,-99,0.25,-99,0.5,1,1,1,1,0.5,0.113,0.8959999999999999,0.183,0.546,0,0.348,1,0.714,0.889,0.85,0.545,0.5,1,0.933,0.583,0.5,0.75,0.6,0.75,0.5,0.889,0.556,0.571,1,1,0,1,0,1,1,0.33,0.5,0.125,NA,0.5,0,1,0,0,0,0,0,1,0,NA
"BG","BGR","Bulgaria",2018,3287.76,NA,NA,NA,"2023-10-26",24,"Sofia",23.3238,42.7105,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",218.1818181818182,269.6969696969697,20,181.8181818181818,212.12121212121212,23.333333333333332,12,109.0909090909091,115.15151515151514,12.666666666666666,8,3,4,2,1,2,10.666666666666666,2.3333333333333335,6,1,1,2.3333333333333335,0.842414686988508,2.72570910575125,-0.18804033100605,0.112081617116928,9.80041980743408,0.670277237892151,90,82.6683333333334,100,90.1,62.4,70.8416666666667,90,128.851658793041,3.3846096037225,NA,155999074485.488,22206.156990417,0.444267064332962,-0.105625674128532,0.60575270652771,93.6309509277344,NA,76.2302093505859,0.9,41.3,7025037,0.365130007266998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20559423168500268,100,90.1,62.4,70.84166666666667,90,82.66833333333335,1,1,0.703,1,0.6246666666666667,0.593,0.8335,0.5055000000000001,0.6666666666666666,0.934,1,0.233,-99,0.9,-99,1,1,1,1,1,1,0.863,0.745,0.623,0.821,0.463,0.703,1,0.857,0.8,0.81,0.364,0.25,0.667,0.6,0.583,0.625,0.333,0.667,0.75,1,0.667,0.556,0.455,1,1,0,1,1,1,0.67,1,1,0.233,NA,1,1,1,1,1,1,1,1,1,0,NA
"BH","BHR","Bahrain",2018,334.45,NA,NA,NA,"2023-10-26",9,"Manama",50.5354,26.1921,"MEA","ZQ","Middle East & North Africa",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",81.81818181818181,72.72727272727272,8,72.72727272727273,63.63636363636363,7,6,54.54545454545455,33.333333333333336,3.6666666666666665,2,4,1,0,0,1,3.3333333333333335,1.3333333333333333,1.6666666666666667,0,0,0.6666666666666666,-6.44033153143824,0.29408549051138,-0.176231503486633,0.119554743170738,9.51884078979492,0.663898766040802,NA,52.8175,90,64.2666666666667,41.6875,38.1333333333333,30,150.806054558909,0.288059552171118,17.619967532399,72786939763.3731,48937.6603623739,-0.846307814121246,0.38398140668869,0.40541660785675,98.7649765014648,1.42034995555878,48.5386581420898,NA,NA,1487340,-1.41806530952454,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.2552753115693735,90,64.26666666666667,41.6875,38.13333333333333,30,52.81750000000001,0.9,0.5,0.428,1,0.4036666666666667,0.49,0.278,0.376,0.3333333333333333,0.066,1,0.126,-99,0.3,-99,1,1,1,1,0.5,0.5,0.604,0.7829999999999999,0.314,0.439,0,0.428,1,0,0.375,0.8,0.455,0.125,0.667,1,0.231,0.625,0.167,0.167,0.75,0,0.556,0.444,0.308,1,0,0,0.33,0,0,0,0,1,0.126,NA,0.5,0.5,0.5,0,1,0,0,0.5,0,0,NA
"BS","BHS","Bahamas, The",2018,20.64,NA,NA,NA,"2023-10-26",1,"Nassau",-77.339,25.0661,"LCN","ZJ","Latin America & Caribbean",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",9.090909090909092,33.333333333333336,1,9.090909090909092,33.333333333333336,3.6666666666666665,0,0,6.060606060606061,0.6666666666666666,1,0,0,0,0,0,3,0.3333333333333333,0.3333333333333333,0,0,0,-8.81388554037792,3.8835168586779,1.09553563594818,0.500147342681885,NA,NA,NA,52.5958333333333,100,60.6333333333333,34.8625,27.4833333333333,40,76.1727887715749,0.686761079850793,2.04052601631156,13802176454.3792,34341.8024472866,0.84756064414978,0.0695338472723961,0.16780361533165,86.7748336791992,4.14190006256104,NA,NA,NA,401906,0.774486243724823,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0.5758445548514524,100,60.63333333333334,34.862500000000004,27.48333333333333,40,52.59583333333334,1,0.5,0.319,1,0.279,0.4098333333333333,0.278,0.4445,0.3333333333333333,0.266,0.5,0,-99,0.4,-99,1,1,1,1,1,0.5,0,0.83,0.23,0.5379999999999999,0,0.319,1,0,0.143,0.8,0.273,0.125,0.333,1,0.25,0.125,0.167,0.167,0.75,0,0.556,0.556,0.333,1,0,0,0.33,0,1,0,0,0.5,0,NA,1,0.5,1,0,0,0,0.5,1,0,0,NA
"BA","BIH","Bosnia and Herzegovina",2018,723.95,NA,NA,NA,"2023-10-26",15,"Sarajevo",18.4214,43.8607,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",136.36363636363637,209.0909090909091,9,81.81818181818181,148.48484848484847,16.333333333333332,8,72.72727272727273,84.84848484848486,9.333333333333334,1,1,3,1,2,1,7,2.3333333333333335,3,1.3333333333333333,1.3333333333333333,1.3333333333333333,-3.23063143984722,2.93781436628221,-0.605827152729034,-0.670606136322021,8.63853740692139,0.619265019893646,71.1111333333333,61.23,80,60.6666666666667,58.1,47.3833333333333,60,98.4320911961869,5.71878249130791,12.7319523996539,48511407870.1019,14267.5198117783,-0.400912255048752,-0.22513185441494,-0.141394659876823,90.6376724243164,1.12071001529694,43.1571083068848,0.1,33,3400129,-0.259293049573898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.383860851327578,80,60.66666666666667,58.099999999999994,47.38333333333333,60,61.23,0.8,0.5,0.32,1,0.5831666666666667,0.6193333333333333,0.4445,0.5960000000000001,0.3333333333333333,0.534,1,0.02799999999999999,-99,0.6,-99,0,1,1,1,1,0.5,0.081,0.826,0.26899999999999996,0.424,0,0.32,1,0.429,0.556,0.9,0.364,0.25,1,0.8,0.583,0.75,0.5,0.333,0.75,0,0.889,0.556,0.636,1,0,0,1,0,1,0.67,0,1,0.02799999999999999,NA,0.5,1,1,0,1,0,1,0.5,1,0,NA
"BY","BLR","Belarus",2018,1195.57,NA,NA,NA,"2023-10-26",8,"Minsk",27.5766,53.9678,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",72.72727272727273,84.84848484848486,7,63.63636363636363,60.6060606060606,6.666666666666667,2,18.181818181818183,15.15151515151515,1.6666666666666667,5,0,2,0,0,0,5,0,1,0.3333333333333333,0.3333333333333333,0,0.0381468531992589,2.37626576806736,-0.15480200946331,-0.297697931528091,10.784273147583,0.700078189373016,81.1111,75.4570833333333,100,79.2333333333333,66.19375,51.8583333333333,80,139.393394375409,6.59009156311315,21.2581752779595,179098540532.584,18974.7452169516,0.353457748889923,-0.892303824424744,-0.815192759037018,96.7058029174805,0.916729986667633,84.5396423339844,0,25.2,9438785,-1.363152384758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.52828186005354,100,79.23333333333333,66.19374999999998,51.85833333333334,80,75.45708333333334,1,1,0.377,1,0.6930000000000001,0.6605,0.639,0.5960000000000001,0.3333333333333333,0.4,1,0.341,-99,0.8,-99,1,1,1,1,1,1,0.344,0.748,0.268,0.524,0,0.377,1,0.714,0.667,0.857,0.545,0.375,1,0.8,0.538,0.625,0.75,0.5,0.75,0.5,0.778,0.556,0.636,1,0,0,1,0,0.67,0.33,0,1,0.341,NA,1,1,1,1,1,0,0.5,0.5,1,1,NA
"BZ","BLZ","Belize",2018,9.74,NA,NA,NA,"2023-10-26",2,"Belmopan",-88.7713,17.2534,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",18.181818181818183,33.333333333333336,1,9.090909090909092,30.3030303030303,3.3333333333333335,0,0,6.060606060606061,0.6666666666666666,1,0,0,0,0,0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0,0,0,-6.5137969771114,5.27177740625084,-0.169436514377594,-0.627337217330933,NA,NA,63.3333333333333,58.5029166666667,80,62.2666666666667,54.50625,65.7416666666667,30,99.719222462203,7.06834989200864,6.56831965442765,3361622438.52834,8798.53857325264,-0.0022222048137337,-0.842277705669403,-0.666695117950439,113.662620544434,1.86265003681183,24.6455898284912,NA,NA,382066,0.431013256311417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.3128259173051143,80,62.26666666666667,54.50625,65.74166666666666,30,58.50291666666667,0.8,0.5,0.368,1,0.5630000000000001,0.536,0.4445,0.619,0.6666666666666666,0.666,1,0.297,-99,0.3,-99,0,1,1,1,1,0.5,0.304,0.782,0.26899999999999996,0.485,0,0.368,1,0.286,0.667,0.905,0.545,0.375,0.6,0.933,0.667,0.333,0.333,0.2,0.75,0,0.889,0.667,0.571,1,1,0,1,0,1,1,0.33,1,0.297,NA,0.5,0,0.5,0,1,0,0,0,1,0,NA
"BM","BMU","Bermuda",2018,NA,NA,NA,NA,"2023-10-26",1,"Hamilton",-64.706,32.3293,"NAC","XU","North America",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",9.090909090909092,18.181818181818183,1,9.090909090909092,18.181818181818183,2,0,0,9.090909090909092,1,1,0,0,0,0,0,1,0,0.6666666666666666,0.3333333333333333,0,0,12.3021020474022,1.32046326053902,1.17916560173035,1.32705497741699,NA,NA,NA,NA,60,NA,16.2125,NA,NA,77.5552703807388,0.234985525140753,0.487269749128734,5204421421.5194,81423.4084533215,1.13303458690643,0.816888570785522,0.813936293125153,98.2934265136719,9.99147033691406,22.8644790649414,NA,NA,63918,1.00476729869843,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1.045807888110479,60,NA,16.212500000000002,NA,NA,NA,0.6,0,NA,NA,0.14,0.12933333333333333,0.278,0.211,NA,NA,1,NA,-99,NA,-99,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.143,0,0.091,0.273,0,0.333,0.4,0.154,0.222,0,0,0,0,0.556,0.222,0.2,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BO","BOL","Bolivia",2018,103.47,NA,NA,NA,"2023-10-26",13,"La Paz",-66.1936,-13.9908,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","LMC","XN","Lower middle income","IBD","XF","IBRD",118.18181818181819,148.48484848484847,7,63.63636363636363,90.90909090909092,10,1,9.090909090909092,21.212121212121215,2.3333333333333335,6,1,0,0,0,0,7.666666666666667,0.3333333333333333,1.3333333333333333,0,0.3333333333333333,0.3333333333333333,-4.28165522078624,0.750524780939579,-0.688172459602356,-0.329635828733444,NA,NA,66.6666666666667,62.0725,100,68.5333333333333,72.4625,54.3666666666667,15,57.1099646119643,11.4819241519851,10.3431514974203,98267460868.9834,8466.29319952075,-0.286690950393677,-1.21184551715851,-1.00710666179657,96.4391479492188,1.04860997200012,NA,3.3,42.6,11606905,-0.0593984983861446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.5971416526784502,100,68.53333333333333,72.46249999999999,54.36666666666666,15,62.072500000000005,1,0.5,0.556,1,0.7641666666666667,0.7045,0.6945,0.6965,0.6666666666666666,0.734,0.5,0.27399999999999997,-99,0.15,-99,1,1,1,1,1,0.5,0.76,0.8490000000000001,0.741,0.43,0,0.556,1,0.857,0.9,0.95,0.545,0.5,0.833,0.933,0.75,0.444,0.75,0.6,0.75,0.5,0.889,0.778,0.615,1,1,0,1,0.67,1,0.67,0.33,0.5,0.27399999999999997,NA,0,0,0.5,0,0,0,0,0,1,0,NA
"BR","BRA","Brazil",2018,61796.95,NA,NA,NA,"2023-10-26",413,"Brasilia",-47.9292,-15.7801,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",3754.5454545454545,3851.5151515151515,379,3445.4545454545455,3393.939393939394,373.3333333333333,74,672.7272727272727,657.5757575757576,72.33333333333333,305,19,34,11,7,3,301,13.666666666666666,35.333333333333336,8.666666666666666,6.333333333333333,8.333333333333334,-2.85841617595429,4.07748708406928,-0.480606287717819,-0.520446002483368,7.77481412887573,0.545723736286163,84.4444333333333,75.45,90,83.3,76.575,62.375,65,28.8762033745466,4.42039930378329,10.5284573811407,3072549644189.19,14619.5911298271,-0.459640145301819,-0.302387714385986,-0.293125450611115,108.623291015625,0.957949995994568,51.1916885375977,5.3,53.9,210166592,0.37796550989151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27970668176809954,90,83.3,76.57499999999999,62.375,65,75.45,0.9,1,0.499,1,0.7476666666666667,0.8305,0.6945,0.6970000000000001,0.5,0.6,1,0.395,-99,0.65,-99,1,1,1,1,0.5,1,0.897,0.578,0.515,0.505,0,0.499,1,0.857,0.7,0.9,0.6,0.429,1,0.933,0.833,0.667,0.75,0.8,1,0.5,0.889,0.667,0.727,1,0.5,0,1,1,1,0,0,1,0.395,NA,1,1,1,0.5,1,0,1,0,1,0,NA
"BB","BRB","Barbados",2018,41.69,NA,NA,NA,"2023-10-26",5,"Bridgetown",-59.6105,13.0935,"LCN","ZJ","Latin America & Caribbean",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",45.45454545454545,45.45454545454546,5,45.45454545454545,33.333333333333336,3.6666666666666665,2,18.181818181818183,15.151515151515154,1.6666666666666667,3,0,1,1,0,0,2,0.3333333333333333,1,0.3333333333333333,0,0,-5.94982470278495,4.73971114455638,1.37191247940063,0.385415732860565,NA,NA,NA,NA,80,NA,50.425,NA,25,75.463729384312,1.43605911478491,4.88789792962651,4476086875.63334,16003.8574255361,0.900504648685455,0.363926589488983,0.531776666641235,97.6479110717773,NA,65.0382232666016,NA,NA,279688,1.10209810733795,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0.7759390374024697,80,NA,50.425,NA,25,NA,0.8,0.5,NA,0,0.424,0.5278333333333334,0.778,0.4005,0.3333333333333333,0.134,1,NA,-99,0.25,-99,1,0,1,1,1,0.5,NA,NA,NA,NA,NA,NA,0,0.429,0.125,0.8,0.273,0.25,0.667,1,0.333,0.25,0.167,0.667,0.75,1,0.556,0.444,0.357,1,0,0,0,0,0,0.67,0,1,NA,NA,0.5,0,0.5,0,0,0,0,0.5,1,0,NA
"BN","BRN","Brunei Darussalam",2018,288.21,NA,NA,NA,"2023-10-26",7,"Bandar Seri Begawan",114.946,4.94199,"EAS","Z4","East Asia & Pacific",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",63.63636363636363,51.51515151515151,7,63.63636363636363,51.51515151515152,5.666666666666667,2,18.181818181818183,24.24242424242424,2.6666666666666665,5,0,2,0,0,0,3,0,2.3333333333333335,0,0,0.3333333333333333,6.92810028080288,3.80479371886068,0.761487543582916,1.21318626403809,9.21892356872559,0.626391351222992,NA,NA,100,NA,40.05625,NA,40,93.896319873231,1.01762308070597,14.0660942025026,25904544646.2882,59650.2315273035,1.2358136177063,0.598773419857025,0.676745414733887,99.0000534057617,1.8965699672699,31.5352935791016,NA,NA,434274,-0.85771518945694,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.604715178410213,100,NA,40.05625,NA,40,NA,1,0.5,NA,0,0.32983333333333337,0.5055,0.3335,0.365,0.6666666666666666,0.334,1,NA,-99,0.4,-99,1,1,1,1,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0.222,0.762,0.545,0.25,0.2,1,0.583,0.333,0.2,0.167,0.75,0,0.667,0.444,0.286,1,0,1,0.67,0,1,0,0,1,NA,NA,1,0.5,0.5,0,1,0,0,0,1,0,NA
"BT","BTN","Bhutan",2018,52.33,NA,NA,NA,"2023-10-26",8,"Thimphu",89.6177,27.5768,"SAS","8S","South Asia","SAS","8S","South Asia","LMC","XN","Lower middle income","IDX","XI","IDA",72.72727272727273,87.87878787878788,8,72.72727272727273,81.81818181818181,9,3,27.272727272727273,21.212121212121215,2.3333333333333335,5,2,1,0,0,0,6.666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,0,0,-19.5414546880833,0.108279431644811,1.59051811695099,0.28326153755188,6.32679033279419,0.475297033786774,66.6667,52.2454166666667,80,59.2333333333333,68.21875,33.775,20,84.1870116266903,15.991248235553,7.43150007735749,8561219214.89645,11233.7805406359,1.07745289802551,0.548555254936218,-0.376959830522537,99.2878646850586,2.15477991104126,14.8788833618164,0.9,37.4,762096,0.042394045740366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5275370037804046,80,59.233333333333334,68.21875,33.775,20,52.24541666666668,0.8,0.5,0.27699999999999997,1,0.7145,0.5946666666666667,0.9445,0.5855,0.5,0.534,0,0.317,-99,0.2,-99,1,0,1,1,1,0.5,0.042,0.7929999999999999,0.098,0.452,0,0.27699999999999997,1,1,0.667,0.7,0.545,0.375,1,0.933,0.385,0.333,0.5,0.667,0.75,1,0.889,0.444,0.727,0.5,1,0,1,0,1,0.67,0,0,0.317,NA,0.5,0,0,0,0,0,0.5,0,1,0,NA
"BW","BWA","Botswana",2018,289.75,NA,NA,NA,"2023-10-26",28,"Gaborone",25.9201,-24.6544,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",254.54545454545453,190.9090909090909,23,209.0909090909091,166.66666666666666,18.333333333333332,7,63.63636363636363,78.7878787878788,8.666666666666666,16,2,1,3,1,0,9.666666666666666,1.6666666666666667,2.3333333333333335,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.392946349031096,1.67893386448585,0.719505965709686,0.254732549190521,5.07452297210693,0.412516504526138,51.1111,56.4804166666667,60,66.5666666666667,66.04375,54.7916666666667,35,87.4551039946493,2.11731083204729,6.14746152595732,36678184825.6513,14962.0829594944,0.958273768424988,0.383702307939529,0.623929619789124,97.9927597045898,NA,22.4400691986084,15.4,53.3,2451409,0.462329059839249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.5670788784821829,60,66.56666666666666,66.04375,54.79166666666666,35,56.48041666666666,0.6,0.5,0.49700000000000005,1,0.6346666666666667,0.6265000000000001,0.9445,0.5555,0.6666666666666666,0.4,1,0.125,-99,0.35,-99,0.5,0,1,1,0.5,0.5,0.037,0.8590000000000001,0.34,0.4479999999999999,0.7979999999999999,0.49700000000000005,1,0.857,0.7,0.762,0.364,0.125,1,0.8,0.417,0.375,0.75,0.667,0.75,1,0.889,0.444,0.667,1,1,0,1,0,0,0.67,0.33,1,0.125,NA,0.5,0,1,0,1,0,0,0,1,0,NA
"CF","CAF","Central African Republic",2018,21.88,NA,NA,NA,"2023-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
